ReportingCountry,country_name,Year,Pathogen,Class,Animal,PCU_ANIMALS,NS_a,Tested_a,PR_a,pathogen_name,class_name
MS8,Member State 8,2017,SLMSPP,CEPH,pig carcasses,0.134279575,0,17,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS8,Member State 8,2017,SLMSPP,POL,pig carcasses,1.449995208,0,17,0,Salmonella spp.,polymyxins
MS8,Member State 8,2017,SLMSPP,AMP,pig carcasses,0.714666216,6,17,0.352941176,Salmonella spp.,aminopenicillins
MS29,Member State 29,2017,SLMSPP,TET,pig carcasses,5.152180825,7,24,0.291666667,Salmonella spp.,tetracyclines
MS29,Member State 29,2017,SLMSPP,QALL,pig carcasses,0.814830687,1,24,0.041666667,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2017,SLMSPP,CEPH,pig carcasses,0.144485623,0,24,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS29,Member State 29,2017,SLMSPP,POL,pig carcasses,4.237535623,0,24,0,Salmonella spp.,polymyxins
MS29,Member State 29,2017,SLMSPP,AMP,pig carcasses,2.97873042,9,24,0.375,Salmonella spp.,aminopenicillins
MS18,Member State 18,2017,SLMSPP,TET,pig carcasses,7.002021206,20,34,0.588235294,Salmonella spp.,tetracyclines
MS18,Member State 18,2017,SLMSPP,QALL,pig carcasses,0.222316113,3,34,0.088235294,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2017,SLMSPP,CEPH,pig carcasses,0.209053287,2,34,0.058823529,Salmonella spp.,third- and fourth-generation cephalosporins 
MS18,Member State 18,2017,SLMSPP,POL,pig carcasses,6.79767662,0,34,0,Salmonella spp.,polymyxins
MS18,Member State 18,2017,SLMSPP,AMP,pig carcasses,2.799297126,9,34,0.264705882,Salmonella spp.,aminopenicillins
MS6,Member State 6,2017,SLMSPP,TET,pig carcasses,3.767012943,3,19,0.157894737,Salmonella spp.,tetracyclines
MS6,Member State 6,2017,SLMSPP,QALL,pig carcasses,0.931560193,0,19,0,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2017,SLMSPP,CEPH,pig carcasses,0.164006652,0,19,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS6,Member State 6,2017,SLMSPP,POL,pig carcasses,0.577349327,0,19,0,Salmonella spp.,polymyxins
MS6,Member State 6,2017,SLMSPP,AMP,pig carcasses,1.169421678,1,19,0.052631579,Salmonella spp.,aminopenicillins
MS14,Member State 14,2019,SLMSPP,TET,pig carcasses,2.5745699,49,103,0.475728155,Salmonella spp.,tetracyclines
MS14,Member State 14,2019,SLMSPP,QALL,pig carcasses,0.026444496,6,103,0.058252427,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2019,SLMSPP,CEPH,pig carcasses,0.006327948,0,103,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS14,Member State 14,2019,SLMSPP,POL,pig carcasses,0.457986509,5,103,0.048543689,Salmonella spp.,polymyxins
MS14,Member State 14,2019,SLMSPP,AMP,pig carcasses,3.071893421,55,103,0.533980583,Salmonella spp.,aminopenicillins
MS13,Member State 13,2019,SLMSPP,TET,pig carcasses,1.532756725,2,15,0.133333333,Salmonella spp.,tetracyclines
MS13,Member State 13,2019,SLMSPP,QALL,pig carcasses,0.135163299,0,15,0,Salmonella spp.,fluoroquinolones and other quinolones
MS13,Member State 13,2019,SLMSPP,CEPH,pig carcasses,0.061737138,0,15,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS13,Member State 13,2019,SLMSPP,POL,pig carcasses,1.366960616,0,15,0,Salmonella spp.,polymyxins
MS13,Member State 13,2019,SLMSPP,AMP,pig carcasses,1.973947882,9,15,0.6,Salmonella spp.,aminopenicillins
MS9,Member State 9,2019,SLMSPP,TET,pig carcasses,0.536652945,50,125,0.4,Salmonella spp.,tetracyclines
MS9,Member State 9,2019,SLMSPP,QALL,pig carcasses,0.000626116,0,125,0,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2019,SLMSPP,CEPH,pig carcasses,0.001155504,0,125,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS9,Member State 9,2019,SLMSPP,POL,pig carcasses,0.000210228,0,125,0,Salmonella spp.,polymyxins
MS9,Member State 9,2019,SLMSPP,AMP,pig carcasses,0.33396017,58,125,0.464,Salmonella spp.,aminopenicillins
MS20,Member State 20,2019,SLMSPP,TET,pig carcasses,0.909474563,111,166,0.668674699,Salmonella spp.,tetracyclines
MS20,Member State 20,2019,SLMSPP,QALL,pig carcasses,0.443483131,50,166,0.301204819,Salmonella spp.,fluoroquinolones and other quinolones
MS20,Member State 20,2019,SLMSPP,CEPH,pig carcasses,0.042913589,0,166,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS20,Member State 20,2019,SLMSPP,POL,pig carcasses,0.017646118,5,166,0.030120482,Salmonella spp.,polymyxins
MS20,Member State 20,2019,SLMSPP,AMP,pig carcasses,4.914178365,96,166,0.578313253,Salmonella spp.,aminopenicillins
MS12,Member State 12,2019,SLMSPP,TET,pig carcasses,1.139634258,126,204,0.617647059,Salmonella spp.,tetracyclines
MS12,Member State 12,2019,SLMSPP,QALL,pig carcasses,0.032271236,2,204,0.009803922,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2019,SLMSPP,CEPH,pig carcasses,0.002536714,0,204,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS12,Member State 12,2019,SLMSPP,POL,pig carcasses,0.495981281,6,204,0.029411765,Salmonella spp.,polymyxins
MS12,Member State 12,2019,SLMSPP,AMP,pig carcasses,0.722978989,87,204,0.426470588,Salmonella spp.,aminopenicillins
MS7,Member State 7,2019,SLMSPP,TET,pig carcasses,3.404369252,26,46,0.565217391,Salmonella spp.,tetracyclines
MS7,Member State 7,2019,SLMSPP,QALL,pig carcasses,0.667926738,6,46,0.130434783,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2019,SLMSPP,CEPH,pig carcasses,0.195721944,0,46,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS7,Member State 7,2019,SLMSPP,POL,pig carcasses,0.500063242,0,46,0,Salmonella spp.,polymyxins
MS7,Member State 7,2019,SLMSPP,AMP,pig carcasses,3.498604479,13,46,0.282608696,Salmonella spp.,aminopenicillins
MS21,Member State 21,2019,SLMSPP,TET,pig carcasses,9.88634463,10,30,0.333333333,Salmonella spp.,tetracyclines
MS21,Member State 21,2019,SLMSPP,QALL,pig carcasses,0.343570495,5,30,0.166666667,Salmonella spp.,fluoroquinolones and other quinolones
MS21,Member State 21,2019,SLMSPP,CEPH,pig carcasses,0.149141652,0,30,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS21,Member State 21,2019,SLMSPP,POL,pig carcasses,1.894394173,0,30,0,Salmonella spp.,polymyxins
MS21,Member State 21,2019,SLMSPP,AMP,pig carcasses,2.751492489,13,30,0.433333333,Salmonella spp.,aminopenicillins
MS5,Member State 5,2019,SLMSPP,TET,pig carcasses,0.070673101,38,62,0.612903226,Salmonella spp.,tetracyclines
MS5,Member State 5,2019,SLMSPP,QALL,pig carcasses,0.00143742,2,62,0.032258065,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2019,SLMSPP,CEPH,pig carcasses,0,0,62,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS5,Member State 5,2019,SLMSPP,POL,pig carcasses,0,0,62,0,Salmonella spp.,polymyxins
MS5,Member State 5,2019,SLMSPP,AMP,pig carcasses,0.061373508,45,62,0.725806452,Salmonella spp.,aminopenicillins
MS28,Member State 28,2019,SLMSPP,TET,pig carcasses,6.814368385,4,10,0.4,Salmonella spp.,tetracyclines
MS28,Member State 28,2019,SLMSPP,QALL,pig carcasses,0.850833835,0,10,0,Salmonella spp.,fluoroquinolones and other quinolones
MS28,Member State 28,2019,SLMSPP,CEPH,pig carcasses,0.123995562,0,10,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS28,Member State 28,2019,SLMSPP,POL,pig carcasses,3.951092057,0,10,0,Salmonella spp.,polymyxins
MS28,Member State 28,2019,SLMSPP,AMP,pig carcasses,6.036824704,1,10,0.1,Salmonella spp.,aminopenicillins
MS16,Member State 16,2019,SLMSPP,TET,pig carcasses,1.10040866,100,197,0.507614213,Salmonella spp.,tetracyclines
MS16,Member State 16,2019,SLMSPP,QALL,pig carcasses,0.148493837,11,197,0.055837563,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2019,SLMSPP,CEPH,pig carcasses,0.051557709,1,197,0.005076142,Salmonella spp.,third- and fourth-generation cephalosporins 
MS16,Member State 16,2019,SLMSPP,POL,pig carcasses,0.00185793,0,197,0,Salmonella spp.,polymyxins
MS16,Member State 16,2019,SLMSPP,AMP,pig carcasses,1.172775299,88,197,0.446700508,Salmonella spp.,aminopenicillins
MS8,Member State 8,2019,SLMSPP,TET,pig carcasses,1.898042476,1,10,0.1,Salmonella spp.,tetracyclines
MS8,Member State 8,2019,SLMSPP,QALL,pig carcasses,0.320573172,2,10,0.2,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2019,SLMSPP,CEPH,pig carcasses,0.159707848,0,10,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS8,Member State 8,2019,SLMSPP,POL,pig carcasses,0.098701734,0,10,0,Salmonella spp.,polymyxins
MS8,Member State 8,2019,SLMSPP,AMP,pig carcasses,0.215844478,1,10,0.1,Salmonella spp.,aminopenicillins
MS1,Member State 1,2019,SLMSPP,TET,pig carcasses,4.199521657,10,23,0.434782609,Salmonella spp.,tetracyclines
MS1,Member State 1,2019,SLMSPP,QALL,pig carcasses,0.732167054,2,23,0.086956522,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2019,SLMSPP,CEPH,pig carcasses,0.12277023,0,23,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS1,Member State 1,2019,SLMSPP,POL,pig carcasses,0,0,23,0,Salmonella spp.,polymyxins
MS1,Member State 1,2019,SLMSPP,AMP,pig carcasses,0.498533965,3,23,0.130434783,Salmonella spp.,aminopenicillins
MS29,Member State 29,2019,SLMSPP,TET,pig carcasses,0.015863656,12,20,0.6,Salmonella spp.,tetracyclines
MS29,Member State 29,2019,SLMSPP,QALL,pig carcasses,0.004521123,1,20,0.05,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2019,SLMSPP,CEPH,pig carcasses,0,0,20,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS29,Member State 29,2019,SLMSPP,POL,pig carcasses,0,0,20,0,Salmonella spp.,polymyxins
MS29,Member State 29,2019,SLMSPP,AMP,pig carcasses,0.036888638,7,20,0.35,Salmonella spp.,aminopenicillins
MS18,Member State 18,2019,SLMSPP,TET,pig carcasses,5.658203167,13,17,0.764705882,Salmonella spp.,tetracyclines
MS18,Member State 18,2019,SLMSPP,QALL,pig carcasses,1.471728349,0,17,0,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2019,SLMSPP,CEPH,pig carcasses,0.15263962,0,17,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS18,Member State 18,2019,SLMSPP,POL,pig carcasses,3.543111662,1,17,0.058823529,Salmonella spp.,polymyxins
MS18,Member State 18,2019,SLMSPP,AMP,pig carcasses,2.622049223,15,17,0.882352941,Salmonella spp.,aminopenicillins
MS23,Member State 23,2021,SLMSPP,TET,pig carcasses,1.845824247,5,7,0.714285714,Salmonella spp.,tetracyclines
MS23,Member State 23,2021,SLMSPP,QALL,pig carcasses,0.190804839,0,7,0,Salmonella spp.,fluoroquinolones and other quinolones
MS23,Member State 23,2021,SLMSPP,CEPH,pig carcasses,0.134154175,0,7,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS23,Member State 23,2021,SLMSPP,POL,pig carcasses,0.644761172,0,7,0,Salmonella spp.,polymyxins
MS23,Member State 23,2021,SLMSPP,AMP,pig carcasses,0.592258198,5,7,0.714285714,Salmonella spp.,aminopenicillins
MS14,Member State 14,2021,SLMSPP,TET,pig carcasses,3.539014148,15,45,0.333333333,Salmonella spp.,tetracyclines
MS14,Member State 14,2021,SLMSPP,QALL,pig carcasses,0.015394042,0,45,0,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2021,SLMSPP,CEPH,pig carcasses,0.003148227,0,45,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS14,Member State 14,2021,SLMSPP,POL,pig carcasses,0.346050746,0,45,0,Salmonella spp.,polymyxins
MS14,Member State 14,2021,SLMSPP,AMP,pig carcasses,3.629114703,28,45,0.622222222,Salmonella spp.,aminopenicillins
MS22,Member State 22,2021,SLMSPP,TET,pig carcasses,7.042116146,7,14,0.5,Salmonella spp.,tetracyclines
MS22,Member State 22,2021,SLMSPP,QALL,pig carcasses,0.238805363,3,14,0.214285714,Salmonella spp.,fluoroquinolones and other quinolones
MS22,Member State 22,2021,SLMSPP,CEPH,pig carcasses,0.128320069,0,14,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS22,Member State 22,2021,SLMSPP,POL,pig carcasses,1.359431107,0,14,0,Salmonella spp.,polymyxins
MS22,Member State 22,2021,SLMSPP,AMP,pig carcasses,3.603571333,5,14,0.357142857,Salmonella spp.,aminopenicillins
MS4,Member State 4,2021,SLMSPP,TET,pig carcasses,9.678904886,0,3,0,Salmonella spp.,tetracyclines
MS4,Member State 4,2021,SLMSPP,QALL,pig carcasses,0.535962044,2,3,0.666666667,Salmonella spp.,fluoroquinolones and other quinolones
MS4,Member State 4,2021,SLMSPP,CEPH,pig carcasses,0.240613471,0,3,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS4,Member State 4,2021,SLMSPP,POL,pig carcasses,4.061844123,0,3,0,Salmonella spp.,polymyxins
MS4,Member State 4,2021,SLMSPP,AMP,pig carcasses,4.459250264,1,3,0.333333333,Salmonella spp.,aminopenicillins
MS13,Member State 13,2021,SLMSPP,TET,pig carcasses,1.637196423,18,30,0.6,Salmonella spp.,tetracyclines
MS13,Member State 13,2021,SLMSPP,QALL,pig carcasses,0.136007711,2,30,0.066666667,Salmonella spp.,fluoroquinolones and other quinolones
MS13,Member State 13,2021,SLMSPP,CEPH,pig carcasses,0.060888733,0,30,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS13,Member State 13,2021,SLMSPP,POL,pig carcasses,1.152850941,0,30,0,Salmonella spp.,polymyxins
MS13,Member State 13,2021,SLMSPP,AMP,pig carcasses,2.203858229,23,30,0.766666667,Salmonella spp.,aminopenicillins
MS9,Member State 9,2021,SLMSPP,TET,pig carcasses,0.480015765,37,92,0.402173913,Salmonella spp.,tetracyclines
MS9,Member State 9,2021,SLMSPP,QALL,pig carcasses,0.000425149,0,92,0,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2021,SLMSPP,CEPH,pig carcasses,1.38874E-05,0,92,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS9,Member State 9,2021,SLMSPP,POL,pig carcasses,0,1,92,0.010869565,Salmonella spp.,polymyxins
MS9,Member State 9,2021,SLMSPP,AMP,pig carcasses,0.301178355,32,92,0.347826087,Salmonella spp.,aminopenicillins
MS10,Member State 10,2021,SLMSPP,TET,pig carcasses,1.732657674,5,11,0.454545455,Salmonella spp.,tetracyclines
MS10,Member State 10,2021,SLMSPP,QALL,pig carcasses,0.351548904,0,11,0,Salmonella spp.,fluoroquinolones and other quinolones
MS10,Member State 10,2021,SLMSPP,CEPH,pig carcasses,0.118472987,0,11,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS10,Member State 10,2021,SLMSPP,POL,pig carcasses,0.040780959,0,11,0,Salmonella spp.,polymyxins
MS10,Member State 10,2021,SLMSPP,AMP,pig carcasses,1.153228823,4,11,0.363636364,Salmonella spp.,aminopenicillins
MS20,Member State 20,2021,SLMSPP,TET,pig carcasses,1.58591012,124,170,0.729411765,Salmonella spp.,tetracyclines
MS20,Member State 20,2021,SLMSPP,QALL,pig carcasses,0.310081539,48,170,0.282352941,Salmonella spp.,fluoroquinolones and other quinolones
MS20,Member State 20,2021,SLMSPP,CEPH,pig carcasses,0.057311879,0,170,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS20,Member State 20,2021,SLMSPP,POL,pig carcasses,0.008871606,0,170,0,Salmonella spp.,polymyxins
MS20,Member State 20,2021,SLMSPP,AMP,pig carcasses,1.098256474,125,170,0.735294118,Salmonella spp.,aminopenicillins
MS12,Member State 12,2021,SLMSPP,TET,pig carcasses,0.842599067,52,95,0.547368421,Salmonella spp.,tetracyclines
MS12,Member State 12,2021,SLMSPP,QALL,pig carcasses,0.023367926,0,95,0,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2021,SLMSPP,CEPH,pig carcasses,0.003924084,0,95,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS12,Member State 12,2021,SLMSPP,POL,pig carcasses,0.430291369,0,95,0,Salmonella spp.,polymyxins
MS12,Member State 12,2021,SLMSPP,AMP,pig carcasses,0.453244155,26,95,0.273684211,Salmonella spp.,aminopenicillins
MS7,Member State 7,2021,SLMSPP,TET,pig carcasses,3.350436032,22,31,0.709677419,Salmonella spp.,tetracyclines
MS7,Member State 7,2021,SLMSPP,QALL,pig carcasses,0.846460042,6,31,0.193548387,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2021,SLMSPP,CEPH,pig carcasses,0.197356836,0,31,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS7,Member State 7,2021,SLMSPP,POL,pig carcasses,1.127752678,0,31,0,Salmonella spp.,polymyxins
MS7,Member State 7,2021,SLMSPP,AMP,pig carcasses,2.009094661,24,31,0.774193548,Salmonella spp.,aminopenicillins
MS21,Member State 21,2021,SLMSPP,TET,pig carcasses,10.65640172,27,80,0.3375,Salmonella spp.,tetracyclines
MS21,Member State 21,2021,SLMSPP,QALL,pig carcasses,0.506283214,2,80,0.025,Salmonella spp.,fluoroquinolones and other quinolones
MS21,Member State 21,2021,SLMSPP,CEPH,pig carcasses,0.409323282,5,80,0.0625,Salmonella spp.,third- and fourth-generation cephalosporins 
MS21,Member State 21,2021,SLMSPP,POL,pig carcasses,1.795027445,3,80,0.0375,Salmonella spp.,polymyxins
MS21,Member State 21,2021,SLMSPP,AMP,pig carcasses,6.696383759,23,80,0.2875,Salmonella spp.,aminopenicillins
MS5,Member State 5,2021,SLMSPP,TET,pig carcasses,0.079608354,68,123,0.552845528,Salmonella spp.,tetracyclines
MS5,Member State 5,2021,SLMSPP,QALL,pig carcasses,0.003050326,4,123,0.032520325,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2021,SLMSPP,CEPH,pig carcasses,0,0,123,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS5,Member State 5,2021,SLMSPP,POL,pig carcasses,0,0,123,0,Salmonella spp.,polymyxins
MS5,Member State 5,2021,SLMSPP,AMP,pig carcasses,0.063267123,73,123,0.593495935,Salmonella spp.,aminopenicillins
MS28,Member State 28,2021,SLMSPP,TET,pig carcasses,4.103570593,0,3,0,Salmonella spp.,tetracyclines
MS28,Member State 28,2021,SLMSPP,QALL,pig carcasses,0.893071206,0,3,0,Salmonella spp.,fluoroquinolones and other quinolones
MS28,Member State 28,2021,SLMSPP,CEPH,pig carcasses,0.092929491,0,3,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS28,Member State 28,2021,SLMSPP,POL,pig carcasses,3.66044962,0,3,0,Salmonella spp.,polymyxins
MS28,Member State 28,2021,SLMSPP,AMP,pig carcasses,4.724450007,1,3,0.333333333,Salmonella spp.,aminopenicillins
MS16,Member State 16,2021,SLMSPP,TET,pig carcasses,0.719049538,41,91,0.450549451,Salmonella spp.,tetracyclines
MS16,Member State 16,2021,SLMSPP,QALL,pig carcasses,0.194918026,5,91,0.054945055,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2021,SLMSPP,CEPH,pig carcasses,0.054335788,1,91,0.010989011,Salmonella spp.,third- and fourth-generation cephalosporins 
MS16,Member State 16,2021,SLMSPP,POL,pig carcasses,0,1,91,0.010989011,Salmonella spp.,polymyxins
MS16,Member State 16,2021,SLMSPP,AMP,pig carcasses,1.506600683,26,91,0.285714286,Salmonella spp.,aminopenicillins
MS15,Member State 15,2021,SLMSPP,TET,pig carcasses,0.916638526,4,17,0.235294118,Salmonella spp.,tetracyclines
MS15,Member State 15,2021,SLMSPP,QALL,pig carcasses,0.191010804,0,17,0,Salmonella spp.,fluoroquinolones and other quinolones
MS15,Member State 15,2021,SLMSPP,CEPH,pig carcasses,0.125233704,0,17,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS15,Member State 15,2021,SLMSPP,POL,pig carcasses,0.200056001,0,17,0,Salmonella spp.,polymyxins
MS15,Member State 15,2021,SLMSPP,AMP,pig carcasses,0.488450023,15,17,0.882352941,Salmonella spp.,aminopenicillins
MS24,Member State 24,2021,SLMSPP,TET,pig carcasses,0.300081504,5,37,0.135135135,Salmonella spp.,tetracyclines
MS24,Member State 24,2021,SLMSPP,QALL,pig carcasses,0.094960257,0,37,0,Salmonella spp.,fluoroquinolones and other quinolones
MS24,Member State 24,2021,SLMSPP,CEPH,pig carcasses,0.103010001,0,37,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS24,Member State 24,2021,SLMSPP,POL,pig carcasses,0.000192165,0,37,0,Salmonella spp.,polymyxins
MS24,Member State 24,2021,SLMSPP,AMP,pig carcasses,0.503897952,4,37,0.108108108,Salmonella spp.,aminopenicillins
MS11,Member State 11,2021,SLMSPP,TET,pig carcasses,8.285930796,1,42,0.023809524,Salmonella spp.,tetracyclines
MS11,Member State 11,2021,SLMSPP,QALL,pig carcasses,0.31947369,0,42,0,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2021,SLMSPP,CEPH,pig carcasses,0.049751187,0,42,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS11,Member State 11,2021,SLMSPP,POL,pig carcasses,0.197879273,2,42,0.047619048,Salmonella spp.,polymyxins
MS11,Member State 11,2021,SLMSPP,AMP,pig carcasses,8.807630108,2,42,0.047619048,Salmonella spp.,aminopenicillins
MS8,Member State 8,2021,SLMSPP,TET,pig carcasses,0.421415982,17,59,0.288135593,Salmonella spp.,tetracyclines
MS8,Member State 8,2021,SLMSPP,QALL,pig carcasses,0.298170041,0,59,0,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2021,SLMSPP,CEPH,pig carcasses,0.099123458,0,59,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS8,Member State 8,2021,SLMSPP,POL,pig carcasses,0.064139768,0,59,0,Salmonella spp.,polymyxins
MS8,Member State 8,2021,SLMSPP,AMP,pig carcasses,0.332914695,7,59,0.118644068,Salmonella spp.,aminopenicillins
MS1,Member State 1,2021,SLMSPP,TET,pig carcasses,2.560555526,14,63,0.222222222,Salmonella spp.,tetracyclines
MS1,Member State 1,2021,SLMSPP,QALL,pig carcasses,0.757947956,0,63,0,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2021,SLMSPP,CEPH,pig carcasses,0.13044946,0,63,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS1,Member State 1,2021,SLMSPP,POL,pig carcasses,0.077784681,0,63,0,Salmonella spp.,polymyxins
MS1,Member State 1,2021,SLMSPP,AMP,pig carcasses,0.64342629,18,63,0.285714286,Salmonella spp.,aminopenicillins
MS29,Member State 29,2021,SLMSPP,TET,pig carcasses,0.008151857,20,48,0.416666667,Salmonella spp.,tetracyclines
MS29,Member State 29,2021,SLMSPP,QALL,pig carcasses,0.0040465,7,48,0.145833333,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2021,SLMSPP,CEPH,pig carcasses,0,0,48,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS29,Member State 29,2021,SLMSPP,POL,pig carcasses,0,2,48,0.041666667,Salmonella spp.,polymyxins
MS29,Member State 29,2021,SLMSPP,AMP,pig carcasses,0.031875484,21,48,0.4375,Salmonella spp.,aminopenicillins
MS18,Member State 18,2021,SLMSPP,TET,pig carcasses,6.423599899,12,19,0.631578947,Salmonella spp.,tetracyclines
MS18,Member State 18,2021,SLMSPP,QALL,pig carcasses,0.772931736,2,19,0.105263158,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2021,SLMSPP,CEPH,pig carcasses,0.155174781,0,19,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS18,Member State 18,2021,SLMSPP,POL,pig carcasses,1.72099029,0,19,0,Salmonella spp.,polymyxins
MS18,Member State 18,2021,SLMSPP,AMP,pig carcasses,2.323875106,18,19,0.947368421,Salmonella spp.,aminopenicillins
MS25,Member State 25,2021,SLMSPP,TET,pig carcasses,4.445023796,30,104,0.288461538,Salmonella spp.,tetracyclines
MS25,Member State 25,2021,SLMSPP,QALL,pig carcasses,0.486716113,25,104,0.240384615,Salmonella spp.,fluoroquinolones and other quinolones
MS25,Member State 25,2021,SLMSPP,CEPH,pig carcasses,0.166793334,5,104,0.048076923,Salmonella spp.,third- and fourth-generation cephalosporins 
MS25,Member State 25,2021,SLMSPP,POL,pig carcasses,2.808889509,0,104,0,Salmonella spp.,polymyxins
MS25,Member State 25,2021,SLMSPP,AMP,pig carcasses,4.39213315,42,104,0.403846154,Salmonella spp.,aminopenicillins
MS30,Member State 30,2021,SLMSPP,TET,pig carcasses,2.165519308,4,18,0.222222222,Salmonella spp.,tetracyclines
MS30,Member State 30,2021,SLMSPP,QALL,pig carcasses,0.497798103,3,18,0.166666667,Salmonella spp.,fluoroquinolones and other quinolones
MS30,Member State 30,2021,SLMSPP,CEPH,pig carcasses,0.256020829,0,18,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS30,Member State 30,2021,SLMSPP,POL,pig carcasses,0.300911473,0,18,0,Salmonella spp.,polymyxins
MS30,Member State 30,2021,SLMSPP,AMP,pig carcasses,1.242669715,15,18,0.833333333,Salmonella spp.,aminopenicillins
MS6,Member State 6,2021,SLMSPP,TET,pig carcasses,1.724318683,6,12,0.5,Salmonella spp.,tetracyclines
MS6,Member State 6,2021,SLMSPP,QALL,pig carcasses,1.644667697,2,12,0.166666667,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2021,SLMSPP,CEPH,pig carcasses,0.108573101,0,12,0,Salmonella spp.,third- and fourth-generation cephalosporins 
MS6,Member State 6,2021,SLMSPP,POL,pig carcasses,1.068170409,0,12,0,Salmonella spp.,polymyxins
MS6,Member State 6,2021,SLMSPP,AMP,pig carcasses,1.12284404,8,12,0.666666667,Salmonella spp.,aminopenicillins
MS23,Member State 23,2021,CAMCOL,TET,pigs,1.438862279,170,191,0.890052356,C. coli,tetracyclines
MS23,Member State 23,2021,CAMCOL,QALL,pigs,0.290355874,112,191,0.586387435,C. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2021,CAMCOL,MAC,pigs,1.034168884,11,191,0.057591623,C. coli,macrolides
MS14,Member State 14,2021,CAMCOL,TET,pigs,2.947103646,137,165,0.83030303,C. coli,tetracyclines
MS14,Member State 14,2021,CAMCOL,QALL,pigs,0.024431272,74,165,0.448484848,C. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2021,CAMCOL,MAC,pigs,0.905741967,11,165,0.066666667,C. coli,macrolides
MS22,Member State 22,2021,CAMCOL,TET,pigs,7.183075712,17,20,0.85,C. coli,tetracyclines
MS22,Member State 22,2021,CAMCOL,QALL,pigs,0.239303548,12,20,0.6,C. coli,fluoroquinolones and other quinolones
MS22,Member State 22,2021,CAMCOL,MAC,pigs,1.868011518,8,20,0.4,C. coli,macrolides
