ReportingCountry,country_name,Year,Pathogen,Class,DID_TOTAL,NS,Tested,PR_h,pathogen_name,class_name
MS18,Member State 18,2019,CAMCOL,QALL,1.596378095,51,52,0.980769231,C. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2019,SLMSPP,QALL,2.493840874,31,463,0.066954644,Salmonella spp.,fluoroquinolones and other quinolones
MS25,Member State 25,2019,ESCCOL,QALL,2.64877798,195,654,0.298165138,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2019,CAMJEJ,QALL,2.783602396,3,8,0.375,C. jejuni,fluoroquinolones and other quinolones
MS25,Member State 25,2019,CAMCOL,QALL,2.165538103,6,9,0.666666667,C. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2019,SLMSPP,QALL,2.421448643,29,148,0.195945946,Salmonella spp.,fluoroquinolones and other quinolones
MS3,Member State 3,2019,ESCCOL,QALL,0.558267942,1870,9412,0.198682533,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2019,SLMSPP,QALL,0.498856138,72,613,0.117455139,Salmonella spp.,fluoroquinolones and other quinolones
MS30,Member State 30,2019,ESCCOL,QALL,1.261873327,322,1610,0.2,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2019,CAMJEJ,QALL,1.584804544,736,958,0.768267223,C. jejuni,fluoroquinolones and other quinolones
MS30,Member State 30,2019,CAMCOL,QALL,0.977039724,54,77,0.701298701,C. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2019,SLMSPP,QALL,0.923103933,42,358,0.117318436,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2019,ESCCOL,QALL,2.120036088,309,850,0.363529412,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2019,CAMJEJ,QALL,1.224812747,1005,1161,0.865633075,C. jejuni,fluoroquinolones and other quinolones
MS6,Member State 6,2019,CAMCOL,QALL,1.787661857,136,156,0.871794872,C. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2019,SLMSPP,QALL,1.952052725,75,317,0.23659306,Salmonella spp.,fluoroquinolones and other quinolones
MS23,Member State 23,2020,ESCCOL,QALL,1.071904523,1044,5373,0.194304858,E. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2020,CAMJEJ,QALL,0.770960107,304,397,0.765743073,C. jejuni,fluoroquinolones and other quinolones
MS23,Member State 23,2020,CAMCOL,QALL,0.588725874,25,40,0.625,C. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2020,SLMSPP,QALL,0.925437003,177,894,0.197986577,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2020,ESCCOL,QALL,0.42424091,973,4320,0.225231481,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2020,SLMSPP,QALL,0.665473168,139,706,0.196883853,Salmonella spp.,fluoroquinolones and other quinolones
MS22,Member State 22,2020,ESCCOL,QALL,3.742316522,103,261,0.394636015,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2020,ESCCOL,QALL,4.538208457,61,114,0.535087719,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2020,CAMJEJ,QALL,7.237778851,17,17,1,C. jejuni,fluoroquinolones and other quinolones
MS4,Member State 4,2020,CAMCOL,QALL,7.974119289,5,6,0.833333333,C. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2020,SLMSPP,QALL,7.365531236,21,105,0.2,Salmonella spp.,fluoroquinolones and other quinolones
MS27,Member State 27,2020,ESCCOL,QALL,0.821093217,590,2997,0.19686353,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2020,ESCCOL,QALL,0.505712271,5262,28446,0.184982071,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2020,SLMSPP,QALL,0.416290296,2,33,0.060606061,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2020,ESCCOL,QALL,0.412664259,740,5870,0.126064736,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2020,CAMJEJ,QALL,0.453723205,99,220,0.45,C. jejuni,fluoroquinolones and other quinolones
MS9,Member State 9,2020,SLMSPP,QALL,0.267663854,15,252,0.05952381,Salmonella spp.,fluoroquinolones and other quinolones
MS10,Member State 10,2020,ESCCOL,QALL,0.815053104,160,959,0.166840459,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2020,CAMJEJ,QALL,1.007695109,195,249,0.78313253,C. jejuni,fluoroquinolones and other quinolones
MS10,Member State 10,2020,CAMCOL,QALL,0.865431371,23,28,0.821428571,C. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2020,SLMSPP,QALL,0.998081784,17,95,0.178947368,Salmonella spp.,fluoroquinolones and other quinolones
MS26,Member State 26,2020,ESCCOL,QALL,3.852570857,215,565,0.380530973,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2020,SLMSPP,QALL,1.915490234,11,166,0.06626506,Salmonella spp.,fluoroquinolones and other quinolones
MS20,Member State 20,2020,ESCCOL,QALL,2.549492293,2290,7799,0.293627388,E. coli,fluoroquinolones and other quinolones
MS20,Member State 20,2020,CAMJEJ,QALL,2.206256014,21,21,1,C. jejuni,fluoroquinolones and other quinolones
MS20,Member State 20,2020,CAMCOL,QALL,2.53146246,3,3,1,C. coli,fluoroquinolones and other quinolones
MS20,Member State 20,2020,SLMSPP,QALL,2.182687962,83,768,0.108072917,Salmonella spp.,fluoroquinolones and other quinolones
MS17,Member State 17,2020,ESCCOL,QALL,0.558752127,664,5354,0.124019425,E. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2020,CAMJEJ,QALL,0.81424285,536,1339,0.40029873,C. jejuni,fluoroquinolones and other quinolones
MS17,Member State 17,2020,CAMCOL,QALL,0.52497957,83,97,0.855670103,C. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2020,SLMSPP,QALL,0.362123725,7,100,0.07,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2020,ESCCOL,QALL,1.259123487,3294,18569,0.177392428,E. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2020,CAMJEJ,QALL,0.832324616,3952,6530,0.605206738,C. jejuni,fluoroquinolones and other quinolones
MS12,Member State 12,2020,CAMCOL,QALL,1.665353751,618,998,0.619238477,C. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2020,SLMSPP,QALL,0.924067929,75,713,0.105189341,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2020,ESCCOL,QALL,1.817179277,282,826,0.341404358,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2020,ESCCOL,QALL,1.331327346,567,1958,0.289581205,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2020,SLMSPP,QALL,1.43658211,73,382,0.191099476,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2020,ESCCOL,QALL,0.650339028,592,2844,0.208157525,E. coli,fluoroquinolones and other quinolones
MS5,Member State 5,2020,CAMJEJ,QALL,0.527268512,1,1,1,C. jejuni,fluoroquinolones and other quinolones
MS5,Member State 5,2020,SLMSPP,QALL,0.359120289,26,182,0.142857143,Salmonella spp.,fluoroquinolones and other quinolones
MS28,Member State 28,2020,ESCCOL,QALL,0.512336636,35,245,0.142857143,E. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2020,CAMJEJ,QALL,0.496048782,5,71,0.070422535,C. jejuni,fluoroquinolones and other quinolones
MS28,Member State 28,2020,CAMCOL,QALL,0.441760043,3,5,0.6,C. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2020,SLMSPP,QALL,0.607265316,1,21,0.047619048,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2020,ESCCOL,QALL,3.240646907,7652,18840,0.406157113,E. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2020,CAMJEJ,QALL,1.490086037,63,77,0.818181818,C. jejuni,fluoroquinolones and other quinolones
MS16,Member State 16,2020,CAMCOL,QALL,1.793848235,15,15,1,C. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2020,SLMSPP,QALL,3.266868971,115,872,0.131880734,Salmonella spp.,fluoroquinolones and other quinolones
MS15,Member State 15,2020,ESCCOL,QALL,0.953648338,243,1136,0.213908451,E. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2020,ESCCOL,QALL,1.290619073,103,428,0.240654206,E. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2020,CAMJEJ,QALL,1.385179018,141,200,0.705,C. jejuni,fluoroquinolones and other quinolones
MS24,Member State 24,2020,CAMCOL,QALL,0.980153696,19,26,0.730769231,C. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2020,SLMSPP,QALL,1.345432524,7,90,0.077777778,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2020,ESCCOL,QALL,0.739004318,109,378,0.288359788,E. coli,fluoroquinolones and other quinolones
MS11,Member State 11,2020,SLMSPP,QALL,0.714606889,0,18,0,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2020,ESCCOL,QALL,1.71426286,94,277,0.339350181,E. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2020,CAMJEJ,QALL,1.402937708,103,138,0.746376812,C. jejuni,fluoroquinolones and other quinolones
MS8,Member State 8,2020,CAMCOL,QALL,1.819036679,27,34,0.794117647,C. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2020,SLMSPP,QALL,1.796569425,2,32,0.0625,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2020,ESCCOL,QALL,0.761431541,1130,7490,0.150867824,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2020,CAMJEJ,QALL,0.72451958,769,1270,0.605511811,C. jejuni,fluoroquinolones and other quinolones
MS1,Member State 1,2020,CAMCOL,QALL,0.785469715,78,115,0.67826087,C. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2020,SLMSPP,QALL,0.559543979,81,494,0.163967611,Salmonella spp.,fluoroquinolones and other quinolones
MS19,Member State 19,2020,ESCCOL,QALL,0.20771268,402,3735,0.107630522,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2020,CAMJEJ,QALL,0.230045032,36,272,0.132352941,C. jejuni,fluoroquinolones and other quinolones
MS19,Member State 19,2020,CAMCOL,QALL,0.343251018,1,1,1,C. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2020,SLMSPP,QALL,0.268771103,36,232,0.155172414,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2020,ESCCOL,QALL,1.252346556,780,2149,0.362959516,E. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2020,CAMJEJ,QALL,1.237022757,2,5,0.4,C. jejuni,fluoroquinolones and other quinolones
MS29,Member State 29,2020,CAMCOL,QALL,1.323590899,1,1,1,C. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2020,ESCCOL,QALL,1.444478023,1471,5845,0.251668092,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2020,CAMJEJ,QALL,1.304183789,198,227,0.872246696,C. jejuni,fluoroquinolones and other quinolones
MS18,Member State 18,2020,CAMCOL,QALL,1.588296424,35,38,0.921052632,C. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2020,SLMSPP,QALL,1.683120008,20,238,0.084033613,Salmonella spp.,fluoroquinolones and other quinolones
MS25,Member State 25,2020,ESCCOL,QALL,3.907218955,132,450,0.293333333,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2020,SLMSPP,QALL,3.24142335,19,36,0.527777778,Salmonella spp.,fluoroquinolones and other quinolones
MS3,Member State 3,2020,ESCCOL,QALL,0.837130915,1665,9798,0.169932639,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2020,CAMJEJ,QALL,0.645197465,59,323,0.182662539,C. jejuni,fluoroquinolones and other quinolones
MS3,Member State 3,2020,CAMCOL,QALL,0.652831892,5,7,0.714285714,C. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2020,SLMSPP,QALL,0.640428636,14,347,0.040345821,Salmonella spp.,fluoroquinolones and other quinolones
MS30,Member State 30,2020,ESCCOL,QALL,1.12927963,324,1617,0.200371058,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2020,CAMJEJ,QALL,0.851858313,595,759,0.783926219,C. jejuni,fluoroquinolones and other quinolones
MS30,Member State 30,2020,CAMCOL,QALL,0.822486756,38,45,0.844444444,C. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2020,SLMSPP,QALL,1.36365647,33,183,0.180327869,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2020,ESCCOL,QALL,0.993152052,278,729,0.381344307,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2020,CAMJEJ,QALL,1.721123996,644,893,0.721164614,C. jejuni,fluoroquinolones and other quinolones
MS6,Member State 6,2020,CAMCOL,QALL,0.941488286,64,113,0.566371681,C. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2020,SLMSPP,QALL,1.918418126,67,403,0.166253102,Salmonella spp.,fluoroquinolones and other quinolones
MS23,Member State 23,2021,ESCCOL,QALL,0.625168504,901,5539,0.162664741,E. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2021,CAMJEJ,QALL,1.045195728,357,419,0.85202864,C. jejuni,fluoroquinolones and other quinolones
MS23,Member State 23,2021,CAMCOL,QALL,0.679064107,41,49,0.836734694,C. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2021,SLMSPP,QALL,0.557555306,172,1052,0.163498099,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2021,ESCCOL,QALL,0.692872558,968,4721,0.205041305,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2021,SLMSPP,QALL,0.610119456,79,747,0.105756359,Salmonella spp.,fluoroquinolones and other quinolones
MS22,Member State 22,2021,ESCCOL,QALL,4.936394415,94,263,0.357414449,E. coli,fluoroquinolones and other quinolones
MS22,Member State 22,2021,CAMJEJ,QALL,4.490466853,15,20,0.75,C. jejuni,fluoroquinolones and other quinolones
MS4,Member State 4,2021,ESCCOL,QALL,6.261475155,90,192,0.46875,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2021,CAMJEJ,QALL,5.72561094,23,25,0.92,C. jejuni,fluoroquinolones and other quinolones
MS4,Member State 4,2021,CAMCOL,QALL,4.32207846,7,7,1,C. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2021,SLMSPP,QALL,4.931563646,11,75,0.146666667,Salmonella spp.,fluoroquinolones and other quinolones
MS27,Member State 27,2021,ESCCOL,QALL,0.838313728,666,2934,0.226993865,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2021,ESCCOL,QALL,0.514091821,4742,28997,0.163534159,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2021,CAMJEJ,QALL,0.639440911,874,1312,0.666158537,C. jejuni,fluoroquinolones and other quinolones
MS13,Member State 13,2021,CAMCOL,QALL,0.621318167,163,234,0.696581197,C. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2021,SLMSPP,QALL,0.518983872,425,2986,0.142330877,Salmonella spp.,fluoroquinolones and other quinolones
MS9,Member State 9,2021,ESCCOL,QALL,0.49492615,723,6016,0.120179521,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2021,CAMJEJ,QALL,0.371884175,127,285,0.445614035,C. jejuni,fluoroquinolones and other quinolones
MS9,Member State 9,2021,CAMCOL,QALL,0.412499591,8,14,0.571428571,C. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2021,SLMSPP,QALL,0.623054044,22,343,0.064139942,Salmonella spp.,fluoroquinolones and other quinolones
MS10,Member State 10,2021,ESCCOL,QALL,0.741241462,155,922,0.168112798,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2021,CAMJEJ,QALL,0.912351563,158,184,0.858695652,C. jejuni,fluoroquinolones and other quinolones
MS10,Member State 10,2021,CAMCOL,QALL,0.644170718,27,27,1,C. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2021,SLMSPP,QALL,0.42895872,38,130,0.292307692,Salmonella spp.,fluoroquinolones and other quinolones
MS26,Member State 26,2021,ESCCOL,QALL,1.960339359,263,728,0.361263736,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2021,SLMSPP,QALL,2.25078394,13,249,0.052208835,Salmonella spp.,fluoroquinolones and other quinolones
MS20,Member State 20,2021,ESCCOL,QALL,1.533363628,2175,7465,0.291359678,E. coli,fluoroquinolones and other quinolones
MS20,Member State 20,2021,CAMJEJ,QALL,2.353891071,371,450,0.824444444,C. jejuni,fluoroquinolones and other quinolones
MS20,Member State 20,2021,CAMCOL,QALL,1.971670714,101,109,0.926605505,C. coli,fluoroquinolones and other quinolones
MS20,Member State 20,2021,SLMSPP,QALL,1.615793107,220,1002,0.219560878,Salmonella spp.,fluoroquinolones and other quinolones
MS17,Member State 17,2021,ESCCOL,QALL,0.610342686,658,5802,0.113409169,E. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2021,CAMJEJ,QALL,0.455430461,384,991,0.387487386,C. jejuni,fluoroquinolones and other quinolones
MS17,Member State 17,2021,CAMCOL,QALL,0.382955464,29,35,0.828571429,C. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2021,SLMSPP,QALL,0.47628647,42,167,0.251497006,Salmonella spp.,fluoroquinolones and other quinolones
MS12,Member State 12,2021,ESCCOL,QALL,1.202327192,2855,18446,0.154776103,E. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2021,CAMJEJ,QALL,1.909980076,4131,6807,0.606875275,C. jejuni,fluoroquinolones and other quinolones
MS12,Member State 12,2021,CAMCOL,QALL,1.229884433,586,998,0.587174349,C. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2021,SLMSPP,QALL,1.078612007,108,833,0.129651861,Salmonella spp.,fluoroquinolones and other quinolones
MS7,Member State 7,2021,ESCCOL,QALL,1.365385335,250,721,0.346740638,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2021,ESCCOL,QALL,1.589815577,717,2460,0.291463415,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2021,CAMJEJ,QALL,1.433461102,363,415,0.874698795,C. jejuni,fluoroquinolones and other quinolones
MS21,Member State 21,2021,CAMCOL,QALL,1.824936661,126,137,0.919708029,C. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2021,SLMSPP,QALL,1.624866962,62,531,0.116760829,Salmonella spp.,fluoroquinolones and other quinolones
MS5,Member State 5,2021,ESCCOL,QALL,0.576926617,520,2898,0.179434092,E. coli,fluoroquinolones and other quinolones
MS5,Member State 5,2021,CAMJEJ,QALL,0.446522877,49,174,0.281609195,C. jejuni,fluoroquinolones and other quinolones
MS5,Member State 5,2021,CAMCOL,QALL,0.319188197,5,18,0.277777778,C. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2021,ESCCOL,QALL,0.413240858,46,277,0.166064982,E. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2021,CAMJEJ,QALL,0.493731225,0,36,0,C. jejuni,fluoroquinolones and other quinolones
MS28,Member State 28,2021,CAMCOL,QALL,0.562104018,0,1,0,C. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2021,SLMSPP,QALL,0.824837817,3,48,0.0625,Salmonella spp.,fluoroquinolones and other quinolones
MS16,Member State 16,2021,ESCCOL,QALL,2.033197988,7749,20989,0.369193387,E. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2021,CAMJEJ,QALL,1.999796044,84,105,0.8,C. jejuni,fluoroquinolones and other quinolones
MS16,Member State 16,2021,CAMCOL,QALL,1.360172,26,34,0.764705882,C. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2021,SLMSPP,QALL,1.907313765,71,693,0.102453102,Salmonella spp.,fluoroquinolones and other quinolones
MS15,Member State 15,2021,ESCCOL,QALL,0.59284996,210,1139,0.184372256,E. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2021,CAMJEJ,QALL,0.690418554,190,206,0.922330097,C. jejuni,fluoroquinolones and other quinolones
MS15,Member State 15,2021,CAMCOL,QALL,0.93235582,7,11,0.636363636,C. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2021,SLMSPP,QALL,0.949870397,35,201,0.174129353,Salmonella spp.,fluoroquinolones and other quinolones
MS24,Member State 24,2021,ESCCOL,QALL,1.26432457,84,354,0.237288136,E. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2021,CAMJEJ,QALL,1.227090945,132,187,0.705882353,C. jejuni,fluoroquinolones and other quinolones
MS24,Member State 24,2021,CAMCOL,QALL,1.302879821,15,21,0.714285714,C. coli,fluoroquinolones and other quinolones
MS24,Member State 24,2021,SLMSPP,QALL,2.042614057,19,116,0.163793103,Salmonella spp.,fluoroquinolones and other quinolones
MS11,Member State 11,2021,ESCCOL,QALL,0.464675633,102,392,0.260204082,E. coli,fluoroquinolones and other quinolones
MS11,Member State 11,2021,SLMSPP,QALL,0.791875206,0,8,0,Salmonella spp.,fluoroquinolones and other quinolones
MS8,Member State 8,2021,ESCCOL,QALL,1.848788852,94,299,0.314381271,E. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2021,CAMJEJ,QALL,1.420237536,146,200,0.73,C. jejuni,fluoroquinolones and other quinolones
MS8,Member State 8,2021,CAMCOL,QALL,1.149397317,33,44,0.75,C. coli,fluoroquinolones and other quinolones
MS8,Member State 8,2021,SLMSPP,QALL,1.681978933,19,205,0.092682927,Salmonella spp.,fluoroquinolones and other quinolones
MS1,Member State 1,2021,ESCCOL,QALL,0.839193591,1005,6575,0.152851711,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2021,CAMJEJ,QALL,0.541971805,717,1311,0.546910755,C. jejuni,fluoroquinolones and other quinolones
MS1,Member State 1,2021,CAMCOL,QALL,0.655235894,73,92,0.793478261,C. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2021,SLMSPP,QALL,0.801977809,58,612,0.094771242,Salmonella spp.,fluoroquinolones and other quinolones
MS19,Member State 19,2021,ESCCOL,QALL,0.21000535,399,3827,0.104259211,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2021,CAMJEJ,QALL,0.24454824,37,266,0.139097744,C. jejuni,fluoroquinolones and other quinolones
MS19,Member State 19,2021,CAMCOL,QALL,0.23464525,2,3,0.666666667,C. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2021,SLMSPP,QALL,0.238008662,23,200,0.115,Salmonella spp.,fluoroquinolones and other quinolones
MS29,Member State 29,2021,ESCCOL,QALL,1.376214282,822,2268,0.362433862,E. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2021,CAMJEJ,QALL,1.863352696,30,30,1,C. jejuni,fluoroquinolones and other quinolones
MS29,Member State 29,2021,CAMCOL,QALL,1.792438422,1,1,1,C. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2021,SLMSPP,QALL,1.574002783,65,75,0.866666667,Salmonella spp.,fluoroquinolones and other quinolones
MS18,Member State 18,2021,ESCCOL,QALL,1.203298581,1352,5618,0.240655037,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2021,CAMJEJ,QALL,0.890289599,249,278,0.895683453,C. jejuni,fluoroquinolones and other quinolones
MS18,Member State 18,2021,CAMCOL,QALL,1.035556239,47,47,1,C. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2021,SLMSPP,QALL,1.584604508,35,278,0.125899281,Salmonella spp.,fluoroquinolones and other quinolones
MS25,Member State 25,2021,ESCCOL,QALL,2.763167394,150,498,0.301204819,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2021,CAMJEJ,QALL,3.122098171,0,2,0,C. jejuni,fluoroquinolones and other quinolones
MS25,Member State 25,2021,SLMSPP,QALL,4.179559319,4,25,0.16,Salmonella spp.,fluoroquinolones and other quinolones
MS3,Member State 3,2021,ESCCOL,QALL,0.472091974,1661,10570,0.157142857,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2021,CAMJEJ,QALL,0.889509275,106,244,0.43442623,C. jejuni,fluoroquinolones and other quinolones
MS3,Member State 3,2021,CAMCOL,QALL,0.604966172,3,6,0.5,C. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2021,SLMSPP,QALL,0.374793063,46,619,0.074313409,Salmonella spp.,fluoroquinolones and other quinolones
MS30,Member State 30,2021,ESCCOL,QALL,0.788587172,264,1681,0.157049375,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2021,CAMJEJ,QALL,0.922031187,632,797,0.792973651,C. jejuni,fluoroquinolones and other quinolones
MS30,Member State 30,2021,CAMCOL,QALL,1.303933337,46,57,0.807017544,C. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2021,SLMSPP,QALL,1.220677516,36,175,0.205714286,Salmonella spp.,fluoroquinolones and other quinolones
MS6,Member State 6,2021,ESCCOL,QALL,1.575891469,214,662,0.32326284,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2021,CAMJEJ,QALL,1.478075973,831,1115,0.74529148,C. jejuni,fluoroquinolones and other quinolones
MS6,Member State 6,2021,CAMCOL,QALL,1.330987141,89,125,0.712,C. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2021,SLMSPP,QALL,1.222190135,156,606,0.257425743,Salmonella spp.,fluoroquinolones and other quinolones
MS14,Member State 14,2013,SLMSPP,TET,1.731436223,286,887,0.322435175,Salmonella spp.,tetracyclines
MS9,Member State 9,2013,CAMJEJ,TET,3.218196768,14,65,0.215384615,C. jejuni,tetracyclines
MS9,Member State 9,2013,SLMSPP,TET,2.181163509,64,171,0.374269006,Salmonella spp.,tetracyclines
MS10,Member State 10,2013,CAMJEJ,TET,1.637568942,55,248,0.221774194,C. jejuni,tetracyclines
MS10,Member State 10,2013,CAMCOL,TET,2.085184166,0,8,0,C. coli,tetracyclines
MS10,Member State 10,2013,SLMSPP,TET,1.54142846,28,142,0.197183099,Salmonella spp.,tetracyclines
MS26,Member State 26,2013,SLMSPP,TET,2.04890157,29,138,0.210144928,Salmonella spp.,tetracyclines
MS17,Member State 17,2013,SLMSPP,TET,6.730987205,63,336,0.1875,Salmonella spp.,tetracyclines
MS12,Member State 12,2013,SLMSPP,TET,2.970815227,370,997,0.37111334,Salmonella spp.,tetracyclines
MS21,Member State 21,2013,SLMSPP,TET,0.971508899,353,675,0.522962963,Salmonella spp.,tetracyclines
MS5,Member State 5,2013,SLMSPP,TET,3.862642314,68,207,0.328502415,Salmonella spp.,tetracyclines
MS28,Member State 28,2013,CAMJEJ,TET,5.283649987,0,1,0,C. jejuni,tetracyclines
MS16,Member State 16,2013,CAMJEJ,TET,0.753997622,115,208,0.552884615,C. jejuni,tetracyclines
MS16,Member State 16,2013,CAMCOL,TET,0.676626139,20,24,0.833333333,C. coli,tetracyclines
MS16,Member State 16,2013,SLMSPP,TET,0.606301704,383,671,0.570789866,Salmonella spp.,tetracyclines
MS15,Member State 15,2013,SLMSPP,TET,1.695989198,66,513,0.128654971,Salmonella spp.,tetracyclines
MS24,Member State 24,2013,CAMJEJ,TET,1.894723822,260,566,0.459363958,C. jejuni,tetracyclines
MS24,Member State 24,2013,CAMCOL,TET,1.616173444,64,90,0.711111111,C. coli,tetracyclines
MS24,Member State 24,2013,SLMSPP,TET,1.912533627,63,120,0.525,Salmonella spp.,tetracyclines
MS1,Member State 1,2013,CAMJEJ,TET,1.882307347,497,1414,0.351485149,C. jejuni,tetracyclines
MS1,Member State 1,2013,CAMCOL,TET,1.853410075,81,133,0.609022556,C. coli,tetracyclines
MS1,Member State 1,2013,SLMSPP,TET,3.251281363,245,742,0.330188679,Salmonella spp.,tetracyclines
MS19,Member State 19,2013,CAMJEJ,TET,3.192436838,11,106,0.103773585,C. jejuni,tetracyclines
MS19,Member State 19,2013,CAMCOL,TET,4.335946451,1,3,0.333333333,C. coli,tetracyclines
